6336
-1.000000,-0.777778,-1.000000,1.000000
-1.000000,-1.000000,-1.000000,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-1.000000,-0.777778,-0.777778,1.000000
-1.000000,-0.777778,-1.000000,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-1.000000,-1.000000,-1.000000,1.000000
-0.777778,-1.000000,-1.000000,1.000000
-0.777778,-1.000000,-1.000000,1.000000
-0.777778,-1.000000,-0.777778,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-0.777778,-1.000000,-1.000000,1.000000
-1.000000,-1.000000,-1.000000,1.000000
-1.000000,-0.777778,-1.000000,1.000000
-1.000000,-0.777778,-1.000000,1.000000
-0.777778,-0.777778,-1.000000,1.000000
-0.777778,-1.000000,-1.000000,1.000000
-1.000000,-1.000000,-0.555556,1.000000
-1.000000,-0.777778,-0.555556,1.000000
-1.000000,-0.777778,-0.777778,1.000000
-1.000000,-0.777778,-0.777778,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-1.000000,-1.000000,-0.555556,1.000000
-0.777778,-0.777778,-0.777778,1.000000
-0.777778,-0.777778,-0.555556,1.000000
-0.777778,-1.000000,-0.555556,1.000000
-0.777778,-1.000000,-0.555556,1.000000
-0.777778,-1.000000,-0.777778,1.000000
-0.777778,-0.777778,-0.777778,1.000000
-0.777778,-1.000000,-0.777778,1.000000
-0.777778,-1.000000,-0.555556,1.000000
-1.000000,-1.000000,-0.555556,1.000000
-1.000000,-1.000000,-0.555556,1.000000
-1.000000,-1.000000,-0.777778,1.000000
-0.777778,-1.000000,-0.777778,1.000000
-1.000000,-0.777778,-0.555556,1.000000
-0.777778,-0.777778,-0.555556,1.000000
-0.777778,-0.777778,-0.777778,1.000000
-0.777778,-0.777778,-0.777778,1.000000
-1.000000,-0.777778,-0.777778,1.000000
-1.000000,-0.777778,-0.555556,1.000000
-1.000000,-1.000000,-0.333333,1.000000
-1.000000,-0.777778,-0.333333,1.000000
-1.000000,-0.777778,-0.555556,1.000000
-1.000000,-0.777778,-0.555556,1.000000
-1.000000,-1.000000,-0.555556,1.000000
